market_slug,outcome,total_snapshots,B5%_S5%_P0%,B5%_S5%_P5%,B5%_S5%_P10%,B5%_S5%_P20%,B5%_S5%_P50%,B5%_S5%_P75%,B5%_S5%_P100%,B5%_S10%_P0%,B5%_S10%_P5%,B5%_S10%_P10%,B5%_S10%_P20%,B5%_S10%_P50%,B5%_S10%_P75%,B5%_S10%_P100%,B7%_S5%_P0%,B7%_S5%_P5%,B7%_S5%_P10%,B7%_S5%_P20%,B7%_S5%_P50%,B7%_S5%_P75%,B7%_S5%_P100%,B7%_S10%_P0%,B7%_S10%_P5%,B7%_S10%_P10%,B7%_S10%_P20%,B7%_S10%_P50%,B7%_S10%_P75%,B7%_S10%_P100%,B10%_S5%_P0%,B10%_S5%_P5%,B10%_S5%_P10%,B10%_S5%_P20%,B10%_S5%_P50%,B10%_S5%_P75%,B10%_S5%_P100%,B10%_S10%_P0%,B10%_S10%_P5%,B10%_S10%_P10%,B10%_S10%_P20%,B10%_S10%_P50%,B10%_S10%_P75%,B10%_S10%_P100%,B5%_S5%_P150>75%,B5%_S10%_P150>75%,B7%_S5%_P150>75%,B7%_S10%_P150>75%,B10%_S5%_P150>75%,B10%_S10%_P150>75%,B5%_S5%_P100>50%,B5%_S10%_P100>50%,B7%_S5%_P100>50%,B7%_S10%_P100>50%,B10%_S5%_P100>50%,B10%_S10%_P100>50%,B5%_S5%_P100>20%,B5%_S10%_P100>20%,B7%_S5%_P100>20%,B7%_S10%_P100>20%,B10%_S5%_P100>20%,B10%_S10%_P100>20%,B5%_S5%_P75>20%,B5%_S10%_P75>20%,B7%_S5%_P75>20%,B7%_S10%_P75>20%,B10%_S5%_P75>20%,B10%_S10%_P75>20%,B5%_S5%_P50>10%,B5%_S10%_P50>10%,B7%_S5%_P50>10%,B7%_S10%_P50>10%,B10%_S5%_P50>10%,B10%_S10%_P50>10%,B5%_HoldToEnd,B7%_HoldToEnd,B10%_HoldToEnd
btc-updown-15m-1765253700,DOWN,4476,-87.5% (2 trades),-87.5% (2 trades),-87.5% (2 trades),-78.6% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-83.9% (2 trades),-83.9% (2 trades),-83.9% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-83.9% (2 trades),-83.9% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765254600,DOWN,4477,-74.1% (2 trades),-74.1% (2 trades),-74.1% (2 trades),-74.1% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-70.4% (2 trades),-70.4% (2 trades),-70.4% (2 trades),-70.4% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-74.1% (2 trades),-74.1% (2 trades),-74.1% (2 trades),-74.1% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-70.4% (2 trades),-70.4% (2 trades),-70.4% (2 trades),-70.4% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-74.1% (2 trades),-74.1% (2 trades),-74.1% (2 trades),-74.1% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-70.4% (2 trades),-70.4% (2 trades),-70.4% (2 trades),-70.4% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765255500,DOWN,4474,20.3% (3 trades),47.7% (3 trades),47.7% (3 trades),82.9% (2 trades),72.4% (1 trades),72.4% (1 trades),72.4% (1 trades),36.9% (2 trades),36.9% (2 trades),36.9% (2 trades),25.9% (1 trades),72.4% (1 trades),72.4% (1 trades),72.4% (1 trades),15.5% (2 trades),26.1% (2 trades),26.1% (2 trades),24.1% (1 trades),72.4% (1 trades),72.4% (1 trades),72.4% (1 trades),19.0% (2 trades),45.3% (2 trades),45.3% (2 trades),25.9% (1 trades),72.4% (1 trades),72.4% (1 trades),72.4% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),72.4% (1 trades),72.4% (1 trades),72.4% (1 trades),72.4% (1 trades),-100.0% (1 trades),-100.0% (1 trades),72.4% (1 trades),72.4% (1 trades),72.4% (1 trades),72.4% (1 trades),-100.0% (1 trades),-100.0% (1 trades),82.9% (2 trades),25.9% (1 trades),24.1% (1 trades),25.9% (1 trades),-100.0% (1 trades),-100.0% (1 trades),82.9% (2 trades),25.9% (1 trades),24.1% (1 trades),25.9% (1 trades),-100.0% (1 trades),-100.0% (1 trades),26.2% (2 trades),25.9% (1 trades),10.3% (1 trades),25.9% (1 trades),-100.0% (1 trades),-100.0% (1 trades),72.4% (1 trades),72.4% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765256400,DOWN,4476,81.5% (6 trades),102.1% (5 trades),114.8% (5 trades),112.5% (3 trades),166.3% (3 trades),182.3% (2 trades),215.7% (2 trades),128.6% (2 trades),128.6% (2 trades),128.6% (2 trades),128.6% (2 trades),128.6% (2 trades),127.3% (1 trades),127.3% (1 trades),59.0% (5 trades),79.7% (4 trades),79.7% (4 trades),112.5% (3 trades),166.3% (3 trades),182.3% (2 trades),215.7% (2 trades),128.6% (2 trades),128.6% (2 trades),128.6% (2 trades),128.6% (2 trades),128.6% (2 trades),127.3% (1 trades),127.3% (1 trades),35.0% (3 trades),57.2% (3 trades),66.3% (3 trades),73.6% (3 trades),169.2% (3 trades),182.3% (2 trades),215.7% (2 trades),131.8% (2 trades),131.8% (2 trades),131.8% (2 trades),131.8% (2 trades),131.8% (2 trades),127.3% (1 trades),127.3% (1 trades),182.3% (2 trades),127.3% (1 trades),182.3% (2 trades),127.3% (1 trades),182.3% (2 trades),127.3% (1 trades),97.1% (2 trades),127.3% (1 trades),78.2% (2 trades),127.3% (1 trades),105.6% (2 trades),127.3% (1 trades),102.8% (3 trades),98.2% (2 trades),102.8% (3 trades),98.2% (2 trades),44.9% (2 trades),44.9% (2 trades),102.8% (3 trades),98.2% (2 trades),102.8% (3 trades),98.2% (2 trades),44.9% (2 trades),44.9% (2 trades),135.3% (5 trades),128.6% (2 trades),100.1% (4 trades),128.6% (2 trades),86.8% (3 trades),131.8% (2 trades),127.3% (1 trades),127.3% (1 trades),127.3% (1 trades)
btc-updown-15m-1765257300,UP,4473,-48.5% (5 trades),-42.6% (5 trades),-36.7% (5 trades),-30.9% (4 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-46.0% (4 trades),-40.1% (4 trades),-34.2% (4 trades),-22.4% (4 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),140.1% (7 trades),95.0% (5 trades),100.9% (5 trades),118.5% (5 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),87.9% (4 trades),93.7% (4 trades),99.6% (4 trades),111.4% (4 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),111.4% (5 trades),117.3% (5 trades),123.2% (5 trades),149.9% (5 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),143.8% (5 trades),149.7% (5 trades),155.6% (5 trades),167.3% (5 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765258200,UP,4475,-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-2.2% (8 trades),6.1% (7 trades),4.0% (6 trades),15.0% (5 trades),-50.0% (2 trades),-22.2% (2 trades),-100.0% (1 trades),21.7% (8 trades),30.0% (7 trades),21.7% (6 trades),20.9% (5 trades),-50.0% (2 trades),-22.2% (2 trades),-100.0% (1 trades),9.0% (7 trades),17.4% (6 trades),15.3% (5 trades),2.8% (4 trades),3.3% (3 trades),-22.2% (2 trades),-100.0% (1 trades),34.9% (7 trades),43.2% (6 trades),34.9% (5 trades),22.4% (4 trades),3.3% (3 trades),-22.2% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-22.2% (2 trades),-22.2% (2 trades),-22.2% (2 trades),-22.2% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-50.0% (2 trades),-50.0% (2 trades),3.3% (3 trades),3.3% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765259100,DOWN,4428,-55.2% (4 trades),-55.2% (4 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-53.1% (4 trades),-53.1% (4 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),112.9% (5 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-79.6% (2 trades),-79.6% (2 trades),-79.6% (2 trades),-79.6% (2 trades),-49.0% (2 trades),-24.5% (2 trades),104.1% (1 trades),112.9% (4 trades),12.9% (4 trades),-20.4% (2 trades),-20.4% (2 trades),-20.4% (2 trades),-20.4% (2 trades),104.1% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-24.5% (2 trades),-20.4% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-42.9% (2 trades),-20.4% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-42.9% (2 trades),-20.4% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-42.9% (2 trades),-20.4% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-49.0% (2 trades),-20.4% (2 trades),-100.0% (1 trades),-100.0% (1 trades),104.1% (1 trades)
btc-updown-15m-1765260000,UP,4477,-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765260900,DOWN,4475,-66.7% (6 trades),-61.6% (4 trades),-61.6% (4 trades),-57.9% (3 trades),12.6% (3 trades),-24.1% (2 trades),3.4% (2 trades),-72.3% (3 trades),-65.1% (3 trades),-65.1% (3 trades),-54.4% (3 trades),-48.3% (2 trades),-24.1% (2 trades),0.0% (2 trades),-41.1% (5 trades),-41.1% (5 trades),-43.6% (4 trades),-29.6% (4 trades),12.5% (3 trades),-9.7% (2 trades),0.0% (2 trades),120.9% (4 trades),120.9% (4 trades),120.9% (4 trades),-51.3% (3 trades),-48.4% (2 trades),-12.9% (2 trades),161.3% (2 trades),-51.2% (3 trades),-51.2% (3 trades),-51.2% (3 trades),-51.2% (3 trades),10.9% (3 trades),-22.7% (2 trades),0.0% (2 trades),110.5% (3 trades),110.5% (3 trades),110.5% (3 trades),-68.2% (2 trades),-50.0% (2 trades),-22.7% (2 trades),0.0% (2 trades),-24.1% (2 trades),-24.1% (2 trades),-9.7% (2 trades),-12.9% (2 trades),-22.7% (2 trades),-22.7% (2 trades),12.6% (3 trades),-48.3% (2 trades),12.5% (3 trades),-48.4% (2 trades),15.4% (3 trades),-45.5% (2 trades),-79.3% (2 trades),-79.3% (2 trades),-51.3% (3 trades),-77.4% (2 trades),-19.4% (3 trades),-45.5% (2 trades),-79.3% (2 trades),-79.3% (2 trades),-51.3% (3 trades),-77.4% (2 trades),-19.4% (3 trades),-45.5% (2 trades),-72.3% (3 trades),-82.8% (2 trades),-61.0% (3 trades),91.6% (3 trades),-23.9% (3 trades),128.7% (3 trades),244.8% (1 trades),222.6% (1 trades),354.5% (1 trades)
btc-updown-15m-1765261800,UP,4475,65.0% (7 trades),139.3% (6 trades),145.8% (6 trades),174.9% (5 trades),68.8% (1 trades),108.3% (1 trades),108.3% (1 trades),102.4% (7 trades),117.4% (6 trades),45.6% (2 trades),139.5% (2 trades),108.3% (1 trades),108.3% (1 trades),108.3% (1 trades),62.9% (5 trades),67.8% (4 trades),70.1% (4 trades),86.7% (3 trades),130.1% (2 trades),167.3% (2 trades),232.6% (2 trades),94.1% (5 trades),98.9% (4 trades),101.2% (4 trades),118.6% (3 trades),167.0% (2 trades),248.3% (2 trades),248.3% (2 trades),75.9% (5 trades),80.8% (4 trades),83.1% (4 trades),89.1% (3 trades),186.5% (3 trades),188.4% (2 trades),232.6% (2 trades),107.1% (5 trades),111.9% (4 trades),114.2% (4 trades),121.1% (3 trades),228.7% (3 trades),273.7% (2 trades),273.7% (2 trades),108.3% (1 trades),108.3% (1 trades),167.3% (2 trades),248.3% (2 trades),188.4% (2 trades),273.7% (2 trades),68.8% (1 trades),108.3% (1 trades),130.1% (2 trades),167.0% (2 trades),186.5% (3 trades),228.7% (3 trades),94.5% (2 trades),139.5% (2 trades),86.7% (3 trades),118.6% (3 trades),89.1% (3 trades),121.1% (3 trades),94.5% (2 trades),139.5% (2 trades),86.7% (3 trades),118.6% (3 trades),89.1% (3 trades),121.1% (3 trades),94.5% (2 trades),45.6% (2 trades),70.1% (4 trades),101.2% (4 trades),83.1% (4 trades),114.2% (4 trades),108.3% (1 trades),426.3% (1 trades),488.2% (1 trades)
btc-updown-15m-1765262700,UP,4477,-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765263600,DOWN,4474,43.3% (8 trades),116.2% (4 trades),89.5% (5 trades),46.2% (2 trades),-50.0% (2 trades),-100.0% (1 trades),-100.0% (1 trades),17.5% (2 trades),17.5% (2 trades),-87.5% (2 trades),31.3% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),64.5% (6 trades),52.1% (4 trades),-70.6% (3 trades),23.5% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),34.8% (5 trades),26.3% (2 trades),23.5% (1 trades),23.5% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),25.2% (3 trades),6.8% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),6.8% (1 trades),6.8% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),46.2% (2 trades),31.3% (1 trades),23.5% (1 trades),23.5% (1 trades),-100.0% (1 trades),-100.0% (1 trades),46.2% (2 trades),31.3% (1 trades),23.5% (1 trades),23.5% (1 trades),-100.0% (1 trades),-100.0% (1 trades),114.5% (5 trades),46.1% (3 trades),-70.6% (3 trades),23.5% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765264500,UP,4473,-64.5% (4 trades),-75.0% (2 trades),-75.0% (2 trades),-75.0% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-62.5% (3 trades),-62.5% (2 trades),-62.5% (2 trades),-62.5% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-58.3% (4 trades),-75.0% (2 trades),-75.0% (2 trades),-75.0% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-62.5% (3 trades),-62.5% (2 trades),-62.5% (2 trades),-62.5% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-62.1% (3 trades),-62.1% (3 trades),-62.1% (3 trades),-78.8% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-66.7% (2 trades),-66.7% (2 trades),-66.7% (2 trades),-66.7% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765265400,UP,6281,105.8% (6 trades),146.6% (6 trades),146.6% (6 trades),113.3% (4 trades),108.2% (2 trades),-24.5% (2 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),141.3% (5 trades),144.7% (4 trades),144.7% (4 trades),144.7% (4 trades),-34.7% (2 trades),-24.5% (2 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),125.9% (4 trades),166.7% (4 trades),166.7% (4 trades),134.8% (3 trades),-34.7% (2 trades),-24.5% (2 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),-24.5% (2 trades),104.1% (1 trades),-24.5% (2 trades),104.1% (1 trades),-24.5% (2 trades),104.1% (1 trades),108.2% (2 trades),104.1% (1 trades),-34.7% (2 trades),104.1% (1 trades),-34.7% (2 trades),104.1% (1 trades),113.2% (3 trades),104.1% (1 trades),142.6% (3 trades),104.1% (1 trades),159.2% (3 trades),104.1% (1 trades),113.2% (3 trades),104.1% (1 trades),142.6% (3 trades),104.1% (1 trades),159.2% (3 trades),104.1% (1 trades),146.5% (5 trades),104.1% (1 trades),142.6% (3 trades),104.1% (1 trades),191.2% (4 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades),104.1% (1 trades)
btc-updown-15m-1765266300,UP,6297,121.3% (7 trades),126.1% (6 trades),126.1% (6 trades),89.4% (4 trades),97.1% (2 trades),80.4% (1 trades),117.4% (1 trades),116.5% (7 trades),122.1% (5 trades),122.1% (5 trades),97.1% (3 trades),112.4% (2 trades),117.4% (1 trades),117.4% (1 trades),94.3% (5 trades),99.1% (4 trades),99.1% (4 trades),111.9% (4 trades),125.0% (2 trades),76.6% (1 trades),112.8% (1 trades),89.4% (5 trades),94.9% (3 trades),94.9% (3 trades),94.9% (3 trades),125.0% (2 trades),112.8% (1 trades),112.8% (1 trades),31.8% (2 trades),31.8% (2 trades),31.8% (2 trades),42.1% (2 trades),52.2% (1 trades),80.4% (1 trades),117.4% (1 trades),18.4% (2 trades),26.1% (1 trades),26.1% (1 trades),26.1% (1 trades),69.6% (1 trades),117.4% (1 trades),117.4% (1 trades),80.4% (1 trades),117.4% (1 trades),76.6% (1 trades),112.8% (1 trades),80.4% (1 trades),117.4% (1 trades),97.1% (2 trades),112.4% (2 trades),125.0% (2 trades),125.0% (2 trades),52.2% (1 trades),69.6% (1 trades),42.0% (2 trades),71.0% (2 trades),66.7% (2 trades),68.9% (2 trades),21.7% (1 trades),26.1% (1 trades),42.0% (2 trades),71.0% (2 trades),66.7% (2 trades),68.9% (2 trades),21.7% (1 trades),26.1% (1 trades),89.5% (4 trades),96.0% (4 trades),62.5% (2 trades),68.9% (2 trades),19.6% (1 trades),26.1% (1 trades),117.4% (1 trades),112.8% (1 trades),117.4% (1 trades)
